dist_code,month,sector,investment in cr,number_of_employees
20_2,01-05-2021,Beverages,0.091,2
17_2,01-05-2021,Electrical and Electronic Products,2.7263,40
20_2,01-05-2021,Engineering,0.311,8
20_2,01-05-2021,Food Processing,2.9335,38
15_2,01-05-2021,R&D,74.9,0
15_2,01-05-2021,Plastic and Rubber,1.73,44
20_1,01-06-2021,Food Processing,0.465,22
20_1,01-06-2021,Engineering,0.47,15
20_1,01-06-2021,Granite and Stone Crushing,4.6933,102
21_3,01-06-2021,Agro based incl Cold Storages,0.6713,16
20_1,01-06-2021,Agro based incl Cold Storages,0.9,23
14_5,01-06-2021,Plastic and Rubber,0.2253,8
21_2,01-06-2021,Food Processing,4,100
17_3,01-06-2021,Agro based incl Cold Storages,0.73,5
17_2,01-06-2021,"Real Estate,Industrial Parks and IT Buildings",0.75,10
17_2,01-06-2021,R&D,0.25,10
17_2,01-06-2021,Pharmaceuticals and Chemicals,227.7364,1353
20_1,01-06-2021,Plastic and Rubber,0.225,6
17_2,01-06-2021,Paper and Printing,5.5325,80
21_2,01-06-2021,Agro based incl Cold Storages,0.793,23
21_2,01-06-2021,Engineering,0.09,2
20_1,01-06-2021,Wood and Leather,0.17,8
17_2,01-06-2021,Others,7.8791,33
17_3,01-06-2021,Food Processing,6.0337,26
17_3,01-06-2021,Pharmaceuticals and Chemicals,57.933,257
17_3,01-06-2021,R&D,5,10
21_2,01-06-2021,Granite and Stone Crushing,1.0392,30
19_2,01-06-2021,Agro based incl Cold Storages,0.19,3
17_2,01-06-2021,Food Processing,1.121,8
22_1,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,6
16_1,01-06-2021,Engineering,0.24,47
14_2,01-06-2021,Engineering,1.7517,15
20_3,01-06-2021,Agro based incl Cold Storages,2.4775,85
20_3,01-06-2021,Granite and Stone Crushing,0.1612,6
19_1,01-06-2021,Food Processing,0.08,1
23_3,01-06-2021,Agro based incl Cold Storages,0.31,6
23_3,01-06-2021,Engineering,2.36,20
23_3,01-06-2021,Food Processing,10.965,25
23_3,01-06-2021,Pharmaceuticals and Chemicals,377.075,2098
18_2,01-06-2021,Wood and Leather,0.12,6
18_2,01-06-2021,Pharmaceuticals and Chemicals,217,1260
18_2,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.58,12
18_2,01-06-2021,Agro based incl Cold Storages,5.5213,17
21_6,01-06-2021,Food Processing,4.63,15
21_6,01-06-2021,Engineering,0.035,2
17_2,01-06-2021,Engineering,14.8626,144
15_2,01-06-2021,Wood and Leather,0.37,15
15_2,01-06-2021,R&D,1.0787,10
15_2,01-06-2021,Plastic and Rubber,11.837,81
15_2,01-06-2021,Pharmaceuticals and Chemicals,56.9431,302
15_2,01-06-2021,Paper and Printing,0.75,33
15_2,01-06-2021,Others,14.6012,49
14_3,01-06-2021,Food Processing,1.9046,40
15_2,01-06-2021,Food Processing,6.85,337
15_2,01-06-2021,Engineering,8.2744,267
15_2,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.15,20
15_2,01-06-2021,Beverages,2.64,40
14_3,01-06-2021,Textiles,8.0532,20
15_2,01-06-2021,Agro based incl Cold Storages,1.1,33
17_2,01-06-2021,Beverages,0.25,5
17_2,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,15
15_2,01-06-2021,Solar and Other Renewable Energy,0.25,6
14_3,01-06-2021,Agro based incl Cold Storages,2.457,30
19_2,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3975,14
19_2,01-06-2021,Food Processing,0.71,0
20_2,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,8
20_2,01-06-2021,Beverages,0.16,4
20_2,01-06-2021,Agro based incl Cold Storages,6.6489,81
15_1,01-06-2021,Wood and Leather,1.46,30
15_1,01-06-2021,Plastic and Rubber,430.033,336
15_1,01-06-2021,Pharmaceuticals and Chemicals,0.8,25
15_1,01-06-2021,Others,0.2,10
15_1,01-06-2021,Food Processing,0.715,19
22_1,01-06-2021,Engineering,0.14,6
23_1,01-06-2021,Pharmaceuticals and Chemicals,112.2,600
23_1,01-06-2021,Food Processing,2.9,40
23_1,01-06-2021,Agro based incl Cold Storages,0.24,6
18_1,01-06-2021,Food Processing,1.814,30
18_1,01-06-2021,Engineering,0.154,10
20_2,01-06-2021,Engineering,0.5755,15
18_1,01-06-2021,Agro based incl Cold Storages,1.4975,24
23_2,01-06-2021,Pharmaceuticals and Chemicals,0.1,3
22_2,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.05,30
15_1,01-06-2021,Engineering,6.2062,30
15_1,01-06-2021,Electrical and Electronic Products,34.0133,500
22_1,01-06-2021,Food Processing,0.75,16
15_1,01-06-2021,Agro based incl Cold Storages,1.0222,10
22_1,01-06-2021,Agro based incl Cold Storages,8.561,17
22_2,01-06-2021,Food Processing,0.21,8
15_3,01-06-2021,Granite and Stone Crushing,0.146,5
14_1,01-06-2021,R&D,0.265,0
14_1,01-06-2021,Food Processing,3.44,50
15_3,01-06-2021,Food Processing,0.035,1
19_3,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,15
19_3,01-06-2021,Food Processing,0.15,3
22_2,01-06-2021,Agro based incl Cold Storages,0.41,40
20_2,01-06-2021,Granite and Stone Crushing,0.245,10
15_1,01-06-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.35,19
20_4,01-06-2021,Food Processing,5.7305,63
17_1,01-06-2021,Engineering,2,20
19_4,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,15
17_1,01-06-2021,Food Processing,6.0236,51
17_1,01-06-2021,Granite and Stone Crushing,1.83,60
17_1,01-06-2021,Paper and Printing,0.25,7
21_7,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2971,0
17_1,01-06-2021,Pharmaceuticals and Chemicals,32.0772,112
17_1,01-06-2021,Textiles,0.7667,8
15_1,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.85,65
20_4,01-06-2021,Engineering,0.09,2
20_4,01-06-2021,Agro based incl Cold Storages,0.245,8
21_7,01-06-2021,Food Processing,0.1,4
21_7,01-06-2021,Plastic and Rubber,0.05,2
20_2,01-07-2021,Wood and Leather,0.25,4
15_2,01-07-2021,Wood and Leather,0.9,30
23_1,01-07-2021,Paper and Printing,0.3,8
23_1,01-07-2021,Food Processing,4.1655,28
20_1,01-07-2021,Agro based incl Cold Storages,0.225,8
20_1,01-07-2021,Beverages,0.105,3
20_1,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.079,14
23_1,01-07-2021,Engineering,13.9904,125
20_4,01-07-2021,Pharmaceuticals and Chemicals,4.7016,30
21_5,01-07-2021,Agro based incl Cold Storages,0.22,15
20_4,01-07-2021,Food Processing,0.965,24
21_2,01-07-2021,Textiles,0.15,6
15_1,01-07-2021,Textiles,2.704,100
15_1,01-07-2021,Food Processing,1.653,75
15_1,01-07-2021,Pharmaceuticals and Chemicals,70.24,170
15_3,01-07-2021,Food Processing,0.1586,13
15_2,01-07-2021,Textiles,13.0192,100
23_1,01-07-2021,Plastic and Rubber,0.4901,10
23_1,01-07-2021,Pharmaceuticals and Chemicals,457.737,2000
21_2,01-07-2021,Agro based incl Cold Storages,1.07,28
15_3,01-07-2021,Granite and Stone Crushing,1.3033,32
21_2,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
21_2,01-07-2021,Engineering,1.3402,79
20_3,01-07-2021,Agro based incl Cold Storages,1.76,59
20_3,01-07-2021,Engineering,0.34,10
21_2,01-07-2021,Food Processing,1.1675,22
23_2,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,4
21_2,01-07-2021,Granite and Stone Crushing,0.11,15
21_2,01-07-2021,Paper and Printing,0.19,4
15_1,01-07-2021,Plastic and Rubber,20.6606,179
15_1,01-07-2021,Engineering,67.7157,390
21_5,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0925,5
21_5,01-07-2021,Food Processing,0.4814,15
15_2,01-07-2021,Electrical and Electronic Products,24.4654,230
20_2,01-07-2021,Food Processing,5.087,66
22_2,01-07-2021,Agro based incl Cold Storages,1.598,16
21_6,01-07-2021,Agro based incl Cold Storages,0.49,16
20_2,01-07-2021,Engineering,0.332,6
20_2,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4
15_2,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.74,50
20_2,01-07-2021,Beverages,0.2,4
21_3,01-07-2021,Granite and Stone Crushing,2.91,39
21_3,01-07-2021,Food Processing,0.28,24
20_2,01-07-2021,Agro based incl Cold Storages,1.9525,43
21_3,01-07-2021,Agro based incl Cold Storages,2.168,25
15_2,01-07-2021,Others,0.4721,17
15_2,01-07-2021,Pharmaceuticals and Chemicals,147.103,642
14_3,01-07-2021,Food Processing,0.19,4
15_2,01-07-2021,Granite and Stone Crushing,3.12,31
22_2,01-07-2021,Food Processing,0.62,20
15_2,01-07-2021,Plastic and Rubber,36.9244,197
20_1,01-07-2021,Engineering,1.2199,25
20_1,01-07-2021,Food Processing,0.4365,19
20_1,01-07-2021,Granite and Stone Crushing,2.64,62
21_5,01-07-2021,Granite and Stone Crushing,0.13,15
21_5,01-07-2021,Wood and Leather,0.19,14
15_1,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.076,4
21_5,01-07-2021,Engineering,0.07,4
23_1,01-07-2021,Agro based incl Cold Storages,3.81,41
15_1,01-07-2021,Agro based incl Cold Storages,6.0222,10
22_2,01-07-2021,Others,0.05,3
20_4,01-07-2021,Agro based incl Cold Storages,0.18,5
15_2,01-07-2021,Engineering,11.201,214
15_2,01-07-2021,Food Processing,0.67,12
14_3,01-07-2021,Agro based incl Cold Storages,2.429,59
15_1,01-07-2021,Automobile,4.59,10
14_2,01-07-2021,Food Processing,0.204,9
16_1,01-07-2021,Engineering,0.15,20
18_1,01-07-2021,Beverages,0.0911,5
22_1,01-07-2021,Agro based incl Cold Storages,10.731,27
17_1,01-07-2021,Engineering,17.1493,80
18_1,01-07-2021,Paper and Printing,0.221,10
18_1,01-07-2021,Food Processing,0.887,17
14_1,01-07-2021,Plastic and Rubber,19.3559,55
17_2,01-07-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.87,3
19_2,01-07-2021,Food Processing,0.8581,10
19_2,01-07-2021,Engineering,0.28,11
19_2,01-07-2021,Agro based incl Cold Storages,4.805,18
14_1,01-07-2021,Pharmaceuticals and Chemicals,64.2506,366
17_2,01-07-2021,Food Processing,4.891,34
14_1,01-07-2021,Food Processing,8.9486,28
14_1,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",17.72,45
18_2,01-07-2021,Wood and Leather,0.2,6
18_2,01-07-2021,Paper and Printing,0.251,6
17_1,01-07-2021,Textiles,0.25,5
18_1,01-07-2021,Engineering,0.3,5
18_2,01-07-2021,Food Processing,0.17,10
18_1,01-07-2021,Agro based incl Cold Storages,0.2494,5
17_2,01-07-2021,Granite and Stone Crushing,6.124,54
17_1,01-07-2021,Pharmaceuticals and Chemicals,136,800
17_1,01-07-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.412,6
17_2,01-07-2021,Others,8.85,80
17_2,01-07-2021,Textiles,5.1555,20
17_2,01-07-2021,R&D,0.25,18
17_2,01-07-2021,Plastic and Rubber,16.32,107
17_2,01-07-2021,Pharmaceuticals and Chemicals,476.9396,3498
17_2,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,10
22_1,01-07-2021,Beverages,0.12,3
17_2,01-07-2021,Engineering,14.0901,295
17_1,01-07-2021,Agro based incl Cold Storages,2.0238,45
23_3,01-07-2021,Food Processing,0.21,8
22_1,01-07-2021,Food Processing,1,45
23_3,01-07-2021,Engineering,2.7106,39
19_1,01-07-2021,Agro based incl Cold Storages,0.09,4
23_3,01-07-2021,Plastic and Rubber,2.6667,21
19_3,01-07-2021,Granite and Stone Crushing,1.1325,25
19_1,01-07-2021,Granite and Stone Crushing,1.8974,20
19_3,01-07-2021,Food Processing,1.3286,40
17_3,01-07-2021,Food Processing,0.48,16
14_5,01-07-2021,Food Processing,0.105,3
17_2,01-07-2021,Beverages,0.24,20
14_5,01-07-2021,Textiles,8.7384,40
22_1,01-07-2021,Wood and Leather,0.112,9
23_3,01-07-2021,Pharmaceuticals and Chemicals,346.7442,1887
17_3,01-07-2021,Agro based incl Cold Storages,0.24,6
23_3,01-07-2021,Granite and Stone Crushing,0.7,5
23_3,01-07-2021,Others,1.5185,10
19_1,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1384,15
19_1,01-08-2021,Food Processing,0.04,0
21_2,01-08-2021,Granite and Stone Crushing,0.61,18
15_2,01-08-2021,Food Processing,1.6615,29
22_2,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5
15_2,01-08-2021,Engineering,24.1539,166
20_3,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,8
23_1,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
23_1,01-08-2021,Engineering,11.6389,69
23_1,01-08-2021,Food Processing,3.07,37
23_3,01-08-2021,Paper and Printing,4.6328,65
15_2,01-08-2021,Agro based incl Cold Storages,1.61,52
23_3,01-08-2021,Pharmaceuticals and Chemicals,42.2,818
23_3,01-08-2021,Plastic and Rubber,0.84,20
22_2,01-08-2021,Food Processing,0.59,31
22_2,01-08-2021,Others,0.085,4
22_2,01-08-2021,Plastic and Rubber,0.28,10
20_3,01-08-2021,Textiles,0.24,8
20_3,01-08-2021,Engineering,0.23,5
20_3,01-08-2021,Agro based incl Cold Storages,0.763,22
15_2,01-08-2021,Electrical and Electronic Products,0.2,4
15_2,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.75,17
17_3,01-08-2021,Pharmaceuticals and Chemicals,15.5106,170
15_2,01-08-2021,Paper and Printing,0.1,10
17_2,01-08-2021,Pharmaceuticals and Chemicals,31.0938,306
17_2,01-08-2021,Others,10.418,170
17_2,01-08-2021,Granite and Stone Crushing,7.965,50
17_2,01-08-2021,Food Processing,2.9323,64
15_3,01-08-2021,Food Processing,0.46,37
15_3,01-08-2021,Granite and Stone Crushing,0.403,16
20_2,01-08-2021,Agro based incl Cold Storages,1.2225,28
20_2,01-08-2021,Engineering,0.05,2
20_2,01-08-2021,Food Processing,0.417,11
20_2,01-08-2021,Granite and Stone Crushing,0.625,16
20_2,01-08-2021,Wood and Leather,0.12,2
17_2,01-08-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.9103,30
17_2,01-08-2021,Engineering,6.4453,98
17_2,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,20
17_2,01-08-2021,Agro based incl Cold Storages,0.43,9
22_1,01-08-2021,Agro based incl Cold Storages,3.59,18
19_3,01-08-2021,Agro based incl Cold Storages,0.4825,5
19_3,01-08-2021,Engineering,1.44,19
19_3,01-08-2021,Food Processing,1.3274,10
22_1,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.74,22
15_2,01-08-2021,Granite and Stone Crushing,0.8,12
22_1,01-08-2021,Engineering,0.435,19
17_2,01-08-2021,R&D,5.261,261
15_2,01-08-2021,Pharmaceuticals and Chemicals,0.3,5
15_2,01-08-2021,Plastic and Rubber,6.3,113
23_1,01-08-2021,Beverages,0.2,3
23_2,01-08-2021,Engineering,2.0375,39
19_1,01-08-2021,Beverages,0.028,3
14_5,01-08-2021,Food Processing,0.965,10
19_2,01-08-2021,Engineering,0.2,4
19_2,01-08-2021,Food Processing,0,8
15_2,01-08-2021,R&D,3.15,37
15_2,01-08-2021,Wood and Leather,0.57,23
19_2,01-08-2021,Others,0,8
23_1,01-08-2021,Agro based incl Cold Storages,1.05,21
14_1,01-08-2021,Plastic and Rubber,0.7,25
14_1,01-08-2021,Granite and Stone Crushing,0.545,20
14_2,01-08-2021,Food Processing,1.01,20
14_2,01-08-2021,Engineering,1.87,19
14_1,01-08-2021,Food Processing,3.7362,10
22_1,01-08-2021,Granite and Stone Crushing,1.41,20
22_1,01-08-2021,Food Processing,1.847,13
17_2,01-08-2021,Plastic and Rubber,16.5692,70
21_2,01-08-2021,Food Processing,2.3675,64
21_2,01-08-2021,Plastic and Rubber,0.14,15
20_4,01-08-2021,Plastic and Rubber,0.05,4
22_2,01-08-2021,Agro based incl Cold Storages,0.15,4
20_4,01-08-2021,Agro based incl Cold Storages,0.13,4
20_4,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.43,19
20_4,01-08-2021,Engineering,0.21,6
20_4,01-08-2021,Food Processing,3.3227,42
21_3,01-08-2021,Food Processing,0.99,26
21_3,01-08-2021,Agro based incl Cold Storages,1.72,20
15_1,01-08-2021,Electrical and Electronic Products,8.5005,70
21_5,01-08-2021,Agro based incl Cold Storages,0.145,8
23_3,01-08-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.025,20
16_1,01-08-2021,Engineering,0.25,20
15_1,01-08-2021,Engineering,6.29,135
17_3,01-08-2021,Food Processing,1.2125,36
15_1,01-08-2021,Plastic and Rubber,8.2021,75
15_1,01-08-2021,Textiles,1.5,150
15_1,01-08-2021,Food Processing,1.6313,15
23_3,01-08-2021,Engineering,6.4214,108
23_3,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,5
18_2,01-08-2021,Food Processing,0.1,2
17_1,01-08-2021,Plastic and Rubber,3.6,12
17_1,01-08-2021,Pharmaceuticals and Chemicals,60.0001,350
17_1,01-08-2021,Others,8.35,35
18_2,01-08-2021,Engineering,1.0124,19
17_1,01-08-2021,Food Processing,4.9615,51
18_2,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,50
18_2,01-08-2021,Agro based incl Cold Storages,0.05,2
21_5,01-08-2021,Wood and Leather,0.05,4
21_5,01-08-2021,Granite and Stone Crushing,2.938,10
20_1,01-08-2021,Agro based incl Cold Storages,0.38,12
17_1,01-08-2021,Engineering,5.99,69
15_1,01-08-2021,Granite and Stone Crushing,2.01,4
17_1,01-08-2021,Agro based incl Cold Storages,0.115,5
20_1,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.555,16
17_3,01-08-2021,Agro based incl Cold Storages,2.14,49
21_7,01-08-2021,Engineering,0.1526,9
21_2,01-08-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.7,9
21_2,01-08-2021,Engineering,3.8072,32
21_7,01-08-2021,Food Processing,5,12
21_2,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0934,4
21_2,01-08-2021,Beverages,0.02,2
21_2,01-08-2021,Agro based incl Cold Storages,5.1009,25
17_3,01-08-2021,Plastic and Rubber,0.2,4
14_3,01-08-2021,Agro based incl Cold Storages,0.59,24
18_1,01-08-2021,Agro based incl Cold Storages,0.5675,9
14_3,01-08-2021,Food Processing,3.2821,24
18_1,01-08-2021,Beverages,0.035,1
18_1,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.212,5
15_1,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",1,20
18_1,01-08-2021,Engineering,0.706,10
21_5,01-08-2021,Beverages,0.07,3
17_3,01-08-2021,Wood and Leather,0.25,8
20_1,01-08-2021,Engineering,0.1954,3
18_1,01-08-2021,Food Processing,9.3117,65
23_3,01-08-2021,Food Processing,12.26,28
14_4,01-08-2021,Food Processing,0.78,10
18_1,01-08-2021,Pharmaceuticals and Chemicals,0.16,4
21_5,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,5
20_1,01-08-2021,Food Processing,0.6785,33
20_1,01-08-2021,Granite and Stone Crushing,9.1136,142
21_5,01-08-2021,Food Processing,0.542,14
15_1,01-08-2021,Paper and Printing,3.3312,100
18_1,01-09-2021,Agro based incl Cold Storages,0.6665,19
20_4,01-09-2021,Food Processing,0.359,27
20_4,01-09-2021,Engineering,0.05,6
20_4,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
20_4,01-09-2021,Beverages,0.12,4
18_2,01-09-2021,Food Processing,5.0603,58
19_2,01-09-2021,Engineering,0.55,5
17_2,01-09-2021,Plastic and Rubber,61.04,100
17_2,01-09-2021,Pharmaceuticals and Chemicals,355.9388,2919
21_3,01-09-2021,Agro based incl Cold Storages,0.49,10
22_1,01-09-2021,Textiles,1.145,70
22_1,01-09-2021,Wood and Leather,0.09,6
17_1,01-09-2021,R&D,0.7,5
17_2,01-09-2021,Paper and Printing,0.12,60
20_4,01-09-2021,Agro based incl Cold Storages,0.2,4
17_2,01-09-2021,Others,20.36,330
17_2,01-09-2021,Food Processing,0.525,22
17_2,01-09-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.1815,5
21_3,01-09-2021,Beverages,0.1045,5
21_3,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,9
17_2,01-09-2021,Engineering,14.9195,288
21_3,01-09-2021,Food Processing,2.0285,9
19_2,01-09-2021,Food Processing,1.8017,31
17_2,01-09-2021,Granite and Stone Crushing,0.24,20
18_1,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1278,5
15_2,01-09-2021,Food Processing,0.495,20
18_1,01-09-2021,Food Processing,2.8147,22
14_2,01-09-2021,Food Processing,1.436,50
20_3,01-09-2021,Food Processing,1.6825,48
20_3,01-09-2021,Agro based incl Cold Storages,0.7025,23
23_1,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5
21_1,01-09-2021,Agro based incl Cold Storages,0.48,10
21_1,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.671,10
21_1,01-09-2021,Electrical and Electronic Products,1.7242,9
21_1,01-09-2021,Food Processing,0.29,4
21_1,01-09-2021,Plastic and Rubber,2.82,10
23_1,01-09-2021,Agro based incl Cold Storages,0.85,20
17_3,01-09-2021,Agro based incl Cold Storages,4.12,5
17_3,01-09-2021,Food Processing,11.1,79
17_3,01-09-2021,Others,0.3,25
17_3,01-09-2021,Pharmaceuticals and Chemicals,2.905,38
17_3,01-09-2021,R&D,0.5386,20
14_4,01-09-2021,Food Processing,0.865,10
14_3,01-09-2021,Agro based incl Cold Storages,0.23,12
17_2,01-09-2021,Solar and Other Renewable Energy,4.3408,40
14_3,01-09-2021,Food Processing,8.5,20
18_2,01-09-2021,Agro based incl Cold Storages,0.345,17
18_2,01-09-2021,Pharmaceuticals and Chemicals,15,80
14_2,01-09-2021,Textiles,0.55,200
18_1,01-09-2021,Engineering,0.24,8
19_1,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,5
23_1,01-09-2021,Granite and Stone Crushing,0.497,5
18_1,01-09-2021,Paper and Printing,0.09,2
15_2,01-09-2021,Wood and Leather,3.28,35
15_2,01-09-2021,Textiles,2.416,56
15_2,01-09-2021,R&D,2.8001,49
15_2,01-09-2021,Pharmaceuticals and Chemicals,382.961,1045
15_2,01-09-2021,Paper and Printing,3.2315,91
15_2,01-09-2021,Others,0.4,15
18_2,01-09-2021,Others,0.11,5
